State,Year,CandidateVotes,TotalVotes,PartyAffiliation
Vermont,1998,1238,214036,OTHER
Connecticut,2016,16713,1596276,OTHER
South Carolina,2016,11923,2049893,OTHER
Florida,2010,7397,5411106,OTHER
Michigan,1984,22882,3700938,OTHER
Nebraska,2006,213928,592316,REPUBLICAN
Colorado,1978,480801,819256,REPUBLICAN
New York,1992,143199,7078805,OTHER
Rhode Island,2012,933,418189,OTHER
North Carolina,2002,33807,2331181,LIBERTARIAN
Maryland,2016,89970,2726170,OTHER
Pennsylvania,1988,1416764,4366598,DEMOCRAT
Nebraska,1990,243013,593828,REPUBLICAN
Minnesota,2018,940437,2596879,REPUBLICAN
Alaska,1996,29037,231916,OTHER
Minnesota,1994,2428,1772929,OTHER
Minnesota,1994,869653,1772929,REPUBLICAN
Connecticut,2012,19,1511764,OTHER
New Hampshire,1984,157447,384369,DEMOCRAT
Georgia,1978,108808,645128,REPUBLICAN
Hawaii,2006,210330,342842,DEMOCRAT
Connecticut,1992,10741,1500661,LIBERTARIAN
California,2004,81224,12053295,OTHER
Wisconsin,2010,638,2171331,OTHER
Georgia,2020,36176,4914361,REPUBLICAN
Kansas,1980,598686,938957,REPUBLICAN
Idaho,2004,499796,503932,REPUBLICAN
Illinois,2010,87247,3704473,LIBERTARIAN
Kansas,2010,17922,837692,LIBERTARIAN
Illinois,2020,6,5968901,OTHER
New Mexico,1996,6064,551821,LIBERTARIAN
New Jersey,2018,19897,3169310,OTHER
Delaware,2006,69734,242972,REPUBLICAN
Michigan,1988,27116,3505985,LIBERTARIAN
Maryland,1982,707356,1114690,DEMOCRAT
New York,1992,16724,7078805,OTHER
Pennsylvania,2004,580,5559105,OTHER
Pennsylvania,1988,4569,4366598,OTHER
Alabama,1980,15989,1296757,OTHER
North Carolina,1990,681,2069585,OTHER
Montana,2012,218051,486066,REPUBLICAN
Oklahoma,2020,11371,1556361,OTHER
Connecticut,2006,450844,1134777,DEMOCRAT
Idaho,1996,283532,497233,REPUBLICAN
Tennessee,2012,18620,2321477,OTHER
Virginia,1988,1159,2068897,OTHER
Illinois,1984,2308039,4787335,REPUBLICAN
Colorado,1990,15432,1022027,OTHER
Maine,1996,70,606777,OTHER
Washington,2004,1204584,2818651,REPUBLICAN
Louisiana,2010,8167,1264994,OTHER
Vermont,1982,897,168002,OTHER
Oregon,2008,864392,1767504,DEMOCRAT
New Hampshire,1978,133745,263760,REPUBLICAN
Utah,1994,9550,519304,OTHER
Alabama,1978,6006,729842,LIBERTARIAN
Tennessee,2000,1255444,1928613,REPUBLICAN
Hawaii,1992,49921,363662,OTHER
Alaska,2002,16608,229548,OTHER
Nevada,2016,521994,1108294,DEMOCRAT
Wisconsin,2012,16455,3009411,OTHER
Utah,1982,219482,530802,DEMOCRAT
Indiana,1980,1182414,2198376,REPUBLICAN
Nevada,1998,208220,435864,REPUBLICAN
Iowa,1978,395066,824576,DEMOCRAT
Wyoming,2012,417,250700,OTHER
New Jersey,2002,12558,2112604,LIBERTARIAN
Illinois,1978,15922,3184764,OTHER
Minnesota,1996,901194,2182905,REPUBLICAN
Virginia,2020,2466500,4405087,DEMOCRAT
Michigan,1996,2195738,3762575,DEMOCRAT
Vermont,2006,84924,262419,REPUBLICAN
Michigan,2006,1559597,3780142,REPUBLICAN
Tennessee,2006,879976,1833695,DEMOCRAT
Wisconsin,1976,7354,1935183,OTHER
Virginia,1996,1235744,2354715,REPUBLICAN
Louisiana,2016,1483,1997218,OTHER
Tennessee,1994,3087,1480391,OTHER
Arkansas,2004,212,1039349,OTHER
Wisconsin,1988,1128625,2168190,DEMOCRAT
Michigan,1978,272,2846630,OTHER
Maine,2008,279510,724430,DEMOCRAT
Alaska,1998,5046,221807,LIBERTARIAN
Vermont,2000,3843,288500,LIBERTARIAN
Oregon,2004,1536,1780550,OTHER
Wisconsin,1986,2234,1483174,OTHER
Wyoming,2006,60,196215,OTHER
Florida,2012,82089,8189946,OTHER
Oklahoma,2004,763433,1446846,REPUBLICAN
New York,1992,23747,7078805,OTHER
Iowa,2020,864,1700130,OTHER
Wisconsin,2012,62240,3009411,LIBERTARIAN
Illinois,2016,3012940,5491878,DEMOCRAT
Rhode Island,1988,180717,397990,DEMOCRAT
Oregon,2008,92565,1767504,OTHER
Kentucky,1992,836888,1330858,DEMOCRAT
Oregon,1996,677336,1360230,REPUBLICAN
Minnesota,1978,45402,1558376,OTHER
Indiana,1982,10586,1817287,OTHER
Tennessee,2020,4160,2959761,OTHER
Alaska,2002,24133,229548,DEMOCRAT
Vermont,2000,361,288500,OTHER
Louisiana,2014,202556,3523183,REPUBLICAN
Arizona,2004,51798,1961677,LIBERTARIAN
North Carolina,1986,780967,1534848,DEMOCRAT
New Mexico,2014,229097,515506,REPUBLICAN
Colorado,1980,571295,1173142,REPUBLICAN
Wisconsin,2004,1632697,2949743,DEMOCRAT
Massachusetts,1988,15208,2606225,OTHER
Nevada,2010,2119,721404,OTHER
Nevada,1998,8113,435864,OTHER
South Carolina,2014,459583,1238982,DEMOCRAT
California,1994,140567,8514089,OTHER
Colorado,2020,8971,3235790,OTHER
Delaware,2020,7833,490935,OTHER
Mississippi,1988,436339,946719,DEMOCRAT
Maine,2012,92900,724720,DEMOCRAT
New Jersey,1994,3249,2054887,OTHER
Nevada,1998,208621,435864,DEMOCRAT
Arizona,2020,17,3355307,OTHER
Oklahoma,1984,906131,1197937,DEMOCRAT
Oregon,1996,4425,1360230,OTHER
Nebraska,2000,337977,692350,REPUBLICAN
Wisconsin,1992,1129599,2455124,REPUBLICAN
Vermont,2006,1735,262419,OTHER
California,2000,134598,10623608,OTHER
Connecticut,2016,12,1596276,OTHER
Delaware,2020,291804,490935,DEMOCRAT
New York,2010,18414,4757635,LIBERTARIAN
New Jersey,2012,2066,3376649,OTHER
Missouri,2012,6,2725793,OTHER
California,1992,247799,10782743,LIBERTARIAN
New York,2000,2724589,6959662,REPUBLICAN
California,1980,196260,8324012,OTHER
Iowa,2004,15218,1479228,LIBERTARIAN
New Jersey,2000,6061,3015662,OTHER
Wyoming,2006,291,196215,OTHER
Alaska,1992,92065,239714,DEMOCRAT
Virginia,2014,1073667,2184473,DEMOCRAT
Nevada,1976,2307,201899,LIBERTARIAN
Hawaii,1976,122724,302092,REPUBLICAN
Montana,1978,160353,287942,DEMOCRAT
Alaska,2014,1376,282400,OTHER
New Jersey,2002,928439,2112604,REPUBLICAN
New York,2012,42442,7116628,OTHER
Vermont,1992,5121,285739,OTHER
Maine,2006,179,545128,OTHER
Idaho,1978,89635,284047,DEMOCRAT
Michigan,2020,7,5479720,OTHER
Minnesota,1978,9856,1580622,OTHER
Iowa,2008,941665,1502918,DEMOCRAT
Pennsylvania,2004,220056,5559105,OTHER
Michigan,1984,1745302,3700938,REPUBLICAN
California,1994,179100,8514089,LIBERTARIAN
Nebraska,2000,1280,692350,OTHER
Louisiana,2002,10442,2481629,OTHER
West Virginia,1982,387170,565314,DEMOCRAT
Louisiana,2008,8780,1896574,OTHER
New Jersey,1982,1117549,2193945,DEMOCRAT
Illinois,1996,1728824,4250722,REPUBLICAN
Massachusetts,2006,78345,2243835,OTHER
Tennessee,2012,705882,2321477,DEMOCRAT
Indiana,1998,1012244,1588617,DEMOCRAT
Massachusetts,2018,1633371,2707090,DEMOCRAT
Kansas,1990,207491,786235,DEMOCRAT
Montana,2002,103611,326537,REPUBLICAN
Maryland,2012,21,2633234,OTHER
Vermont,1998,154567,214036,DEMOCRAT
Texas,1996,51516,5527441,LIBERTARIAN
South Carolina,1992,703,1180438,OTHER
Michigan,2014,67,3121771,OTHER
New Mexico,2002,168863,483056,DEMOCRAT
New Hampshire,1990,189792,291393,REPUBLICAN
Arizona,1998,275224,1013280,DEMOCRAT
Hawaii,1976,14226,302092,OTHER
Oregon,1992,717455,1376033,REPUBLICAN
Nevada,2006,7774,582572,OTHER
Iowa,1990,1089,983933,OTHER
Oklahoma,2016,40405,1448047,OTHER
Louisiana,1998,306616,969165,REPUBLICAN
Mississippi,2012,13194,1241568,OTHER
New York,1988,12064,6040980,LIBERTARIAN
Connecticut,2000,25509,1311261,OTHER
Michigan,2014,62897,3121771,LIBERTARIAN
Utah,2010,360403,585230,REPUBLICAN
California,1992,305697,10782743,OTHER
Missouri,2006,47792,2128459,LIBERTARIAN
South Carolina,1986,262886,737962,REPUBLICAN
Montana,2018,253876,504384,DEMOCRAT
Alaska,2016,2609,311441,OTHER
New Hampshire,2008,21516,694787,LIBERTARIAN
Kansas,1978,5386,748839,OTHER
Pennsylvania,1994,249,3513361,OTHER
Florida,2010,18,5411106,OTHER
North Carolina,1996,25396,2556456,LIBERTARIAN
New Hampshire,1984,225828,384369,REPUBLICAN
Florida,2016,22236,9301820,OTHER
Illinois,1996,17563,4250722,OTHER
Michigan,2008,1641070,4848620,REPUBLICAN
New Hampshire,2002,197,447135,OTHER
Nevada,2018,15303,972132,OTHER
Nebraska,2002,5066,480217,OTHER
Maryland,2018,85964,2299889,OTHER
Ohio,1976,36979,3920613,OTHER
Wisconsin,1986,702963,1483174,DEMOCRAT
Tennessee,1984,1000607,1648036,DEMOCRAT
Vermont,1994,12465,211672,OTHER
Louisiana,2008,867177,1896574,REPUBLICAN
Illinois,2010,33,3704473,OTHER
Delaware,2010,2101,307402,LIBERTARIAN
Michigan,1994,1578770,3043385,REPUBLICAN
Michigan,1996,5975,3762575,OTHER
New York,1998,3513,4989877,OTHER
Maine,1994,242,511733,OTHER
Alabama,1980,2649,1296757,OTHER
Wyoming,2012,185250,250700,REPUBLICAN
Vermont,1992,154762,285739,DEMOCRAT
Massachusetts,1994,1265997,2179945,DEMOCRAT
Oklahoma,2004,86663,1446846,OTHER
New Hampshire,1992,234982,518170,DEMOCRAT
Georgia,1980,803686,1579829,REPUBLICAN
Tennessee,2012,23,2321477,OTHER
New Hampshire,2004,434847,657086,REPUBLICAN
Texas,1988,3149806,5323606,DEMOCRAT
Illinois,2016,2184692,5491878,REPUBLICAN
New York,1976,3238511,6666875,DEMOCRAT
Utah,2012,657608,1006901,REPUBLICAN
Hawaii,2016,92653,437664,REPUBLICAN
Missouri,2012,9,2725793,OTHER
Iowa,2016,41794,1541036,LIBERTARIAN
Illinois,2016,175988,5491878,LIBERTARIAN
Vermont,2012,2511,292762,OTHER
Oklahoma,1996,15092,1183150,OTHER
New York,2010,3047880,4763899,DEMOCRAT
Minnesota,1978,11397,1558376,OTHER
Ohio,2016,93041,5374164,OTHER
New York,2012,455963,7116628,OTHER
Alaska,2004,1240,308315,OTHER
South Carolina,2010,364598,1318794,DEMOCRAT
Colorado,2004,6481,2107472,OTHER
Massachusetts,2006,661532,2243835,REPUBLICAN
New York,2012,250580,7116628,OTHER
Kentucky,1990,478034,916010,REPUBLICAN
Florida,2006,16628,4793534,OTHER
Wyoming,2008,293,249619,OTHER
Washington,1976,7402,1491111,OTHER
Nevada,2000,5395,600776,LIBERTARIAN
North Carolina,2004,362,3472082,OTHER
Delaware,2020,186054,490935,REPUBLICAN
Nebraska,1990,1036,593828,OTHER
Illinois,1984,273,4787335,OTHER
West Virginia,2008,83,702308,OTHER
South Carolina,2002,600010,1102912,REPUBLICAN
Iowa,1998,275,947907,OTHER
Alaska,2010,927,255503,OTHER
Minnesota,1978,957908,1558376,REPUBLICAN
New Jersey,2014,4513,1869535,OTHER
Iowa,2004,1874,1479228,OTHER
Oklahoma,1980,587252,1098294,REPUBLICAN
Oregon,1990,1417,1099255,OTHER
Arizona,2000,70724,1397076,LIBERTARIAN
Alaska,2010,101091,255503,OTHER
Minnesota,1988,4039,2093953,LIBERTARIAN
Virginia,2002,8371,1489422,OTHER
West Virginia,1994,130441,420936,REPUBLICAN
New Hampshire,2002,227229,447135,REPUBLICAN
Tennessee,1978,71,1157094,OTHER
Arizona,2018,566,2384308,OTHER
Maryland,2016,7,2726170,OTHER
Virginia,1996,1115982,2354715,DEMOCRAT
Minnesota,2000,8915,2419520,OTHER
New York,2006,6967,4700632,OTHER
South Carolina,1998,488238,1069063,REPUBLICAN
Alaska,1996,23977,231916,DEMOCRAT
Illinois,1984,4802,4787335,OTHER
Michigan,2002,10366,3129287,OTHER
Oregon,1980,594290,1140494,REPUBLICAN
New Hampshire,2014,251184,488159,DEMOCRAT
New Jersey,2012,2249,3376649,OTHER
Virginia,2012,2010067,3802196,DEMOCRAT
South Carolina,2014,33839,1240075,LIBERTARIAN
Maryland,2018,2351,2299889,OTHER
Massachusetts,2000,1889494,2734048,DEMOCRAT
Arizona,1994,58,1119060,OTHER
Iowa,2004,11121,1479228,OTHER
Massachusetts,1994,4776,2179945,OTHER
Kentucky,2014,64,1435868,OTHER
Oregon,1990,590095,1099255,REPUBLICAN
Vermont,1992,1780,285739,OTHER
Louisiana,2004,943014,1848056,REPUBLICAN
Oklahoma,2020,979140,1556361,REPUBLICAN
Iowa,1992,6277,1292494,OTHER
Tennessee,2014,2386,1374065,OTHER
Arizona,1988,32,1164539,OTHER
Iowa,1980,683014,1276986,REPUBLICAN
Utah,2006,4428,571252,LIBERTARIAN
New York,1976,348498,6666875,OTHER
Connecticut,2012,792983,1511764,DEMOCRAT
Nebraska,2014,446,540337,OTHER
Ohio,1998,1482054,3404351,DEMOCRAT
West Virginia,2010,10152,529948,OTHER
Arizona,2010,80097,1708484,LIBERTARIAN
Oklahoma,2002,583579,1018424,REPUBLICAN
Ohio,1976,1941113,3920613,DEMOCRAT
Louisiana,2016,536191,1997218,REPUBLICAN
Maine,1982,14,459715,OTHER
Utah,2012,31905,1006901,OTHER
New Hampshire,2016,353632,739140,REPUBLICAN
Massachusetts,2008,108748,3102995,OTHER
Utah,2004,18,911726,OTHER
Georgia,1996,81262,2259224,LIBERTARIAN
Tennessee,1978,2243,1157094,OTHER
Washington,1988,904183,1848542,DEMOCRAT
North Carolina,2020,171571,5474952,LIBERTARIAN
Texas,1996,19469,5527441,OTHER
Illinois,2016,42,5491878,OTHER
California,2000,187718,10623608,LIBERTARIAN
Utah,1980,437675,594298,REPUBLICAN
North Carolina,2008,133430,4271970,LIBERTARIAN
Alabama,1980,13098,1296757,LIBERTARIAN
Utah,1986,1863,435111,OTHER
Oregon,2002,21703,1267221,OTHER
Indiana,2016,127,2732546,OTHER
West Virginia,2002,275281,436183,DEMOCRAT
New Hampshire,2020,486,795914,OTHER
Michigan,2006,18341,3780142,OTHER
Maryland,1988,362,1617065,OTHER
Ohio,2004,296,5425823,OTHER
Michigan,1994,128393,3043385,LIBERTARIAN
Massachusetts,2014,101817,2186789,OTHER
Massachusetts,2020,2357809,3658005,DEMOCRAT
Louisiana,2010,7474,1264994,OTHER
Massachusetts,2012,27643,3184196,OTHER
Alaska,1978,384,122741,OTHER
Arkansas,2008,804678,1011754,DEMOCRAT
Missouri,1986,699624,1477327,DEMOCRAT
Nevada,2010,16197,721404,OTHER
Colorado,1984,11077,1297809,LIBERTARIAN
Tennessee,1984,87234,1648036,OTHER
Mississippi,2012,709626,1241568,REPUBLICAN
Nebraska,2018,25349,698883,LIBERTARIAN
New York,2018,99325,6055151,OTHER
Florida,1982,1637667,2653419,DEMOCRAT
New Hampshire,2014,235347,488159,REPUBLICAN
Ohio,2016,88246,5374164,OTHER
Arizona,1986,340965,862921,DEMOCRAT
Indiana,1988,1430525,2099303,REPUBLICAN
South Dakota,2020,143987,420219,DEMOCRAT
Utah,2016,27339,1115583,OTHER
Hawaii,2004,87172,415347,REPUBLICAN
Pennsylvania,1976,2097,4546353,OTHER
Illinois,2014,1,3603519,OTHER
Florida,2010,4301,5411106,OTHER
Kentucky,2020,1233315,2135057,REPUBLICAN
Massachusetts,2002,369807,2220301,LIBERTARIAN
Missouri,2004,1158261,2706402,DEMOCRAT
Utah,1986,314608,435111,REPUBLICAN
Rhode Island,1990,225105,364062,DEMOCRAT
Maryland,2006,120,1781139,OTHER
Tennessee,2002,356,1642432,OTHER
Utah,2012,7172,1006901,OTHER
Wisconsin,2004,834,2949743,OTHER
Idaho,2014,285596,437170,REPUBLICAN
Alaska,1984,715,206438,OTHER
Minnesota,2000,1047474,2419520,REPUBLICAN
Illinois,2014,12,3603519,OTHER
New York,2006,2698931,4700632,DEMOCRAT
Connecticut,2006,564095,1134777,OTHER
New Hampshire,2010,9194,454710,OTHER
New Hampshire,2020,326229,795914,REPUBLICAN
Kentucky,1986,503775,677280,DEMOCRAT
Montana,2008,129369,477658,REPUBLICAN
Georgia,2020,324118,4914361,DEMOCRAT
Vermont,2010,2356,235178,OTHER
Minnesota,2020,57174,3214256,OTHER
Louisiana,2016,4927,1997218,DEMOCRAT
Utah,2010,191732,585230,DEMOCRAT
Colorado,2002,717893,1416082,REPUBLICAN
Tennessee,2000,25815,1928613,OTHER
Alaska,1980,72007,156762,DEMOCRAT
Colorado,1992,22846,1552289,OTHER
Arizona,2020,58,3355307,DEMOCRAT
New Jersey,2000,1420267,3015662,REPUBLICAN
Washington,1986,650931,1337367,REPUBLICAN
New Jersey,1988,20091,2987634,OTHER
Wisconsin,2016,1479471,2948741,REPUBLICAN
Florida,2000,2705348,5856731,REPUBLICAN
New York,2010,1338308,4757635,REPUBLICAN
Michigan,2012,11229,4652918,OTHER
